month,year,sulfhon,sulfka,sulfwai,dieswai,diescip,gencompcost,purcompcost,ecaf,prophon,propkahe,propwaisteam,propwaidies,propcipdies,propcipbiodies,propothersgen,ppricethcon,ppricethcoff,ppricepv,ppricehrrvon,ppricehrrvoff,ppricehhrvexcon,ppricehhrvexcoff,ppricekapaaon,ppricekapaaoff,ppricechevon,ppricechevoff,ppricekalaeloa,ppriceaes,ppricekawailoa,ppricekahuku,ppriceasavail,ppricefit,propthcon,propthcoff,proppv,prophhrvon,prophhrvoff,prophhrvexcon,prophhrvexcoff,propkapaaon,propkapaaoff,propchevon,propchevoff,propkalaeloa,propaes,propkawailoa,propkahuku,propasavail,propfit,genmix,purmix,dgmix,dgcompcost
10,2006,996.09,996.09,996.09,1726.76,,996.75,5.779,6.345,2.46,72.15,25.3,0.09,0,0,0,13.71,10.39,,12.085,9.192,12.085,9.192,,,13.71,10.39,7.71,2.614,,,,,0.1,0.07,,5.63,2.58,0,1.44,,,0,0,46.13,44.05,,,,,58.55,41.45,0,0
11,2006,914.1,914.1,914.1,1707.48,,917.51,5.539,5.686,2.63,69.16,27.78,0.43,0,0,0,13.71,10.39,,12.085,9.192,12.085,9.192,,,13.71,10.39,7.23,2.614,,,,,0.1,0.08,,5.46,2.5,0,1.4,,,0,0,46.24,44.22,,,,,58.56,41.44,0,0
12,2006,836.06,836.06,836.06,1715.21,,836.68,5.405,4.919,2.04,72.47,25.42,0.07,0,0,0,13.71,10.39,,12.085,9.192,12.085,9.192,,,13.71,10.39,6.874,2.614,,,,,0.1,0.07,,6.02,2.6,0,1.7,,,0,0,45.11,44.4,,,,,55.55,44.45,0,0
1,2007,800.14,800.14,800.14,1635.91,,808.5,5.428,4.778,3.5,70.41,25.09,1,0,0,0,11.19,8.52,,10.195,7.79,10.195,7.79,,,11.19,8.52,7.549,2.695,,,,,0.09,0.07,,5.11,2.64,0,1,,,0.01,0.01,44.31,46.76,,,,,56.66,43.34,0,0
2,2007,802.7,802.7,802.7,1636.76,,812.29,4.679,5.119,3.88,69.02,25.95,1.15,0,0,0,11.19,8.52,,10.195,7.79,10.195,7.79,,,11.19,8.52,7.75,2.695,,,,,0.13,0.09,,7.98,3.75,0,1.95,,,0.01,0.01,21.32,64.76,,,,,68.55,31.45,0,0
3,2007,799.78,799.78,799.78,1594.47,,806.69,5.26,4.889,4.13,73.39,21.61,0.87,0,0,0,11.19,8.52,,10.195,7.79,10.195,7.79,,,11.19,8.52,7.009,2.695,,,,,0.09,0.08,,6.01,2.68,0,1.61,,,0.01,0.01,43.63,45.88,,,,,56.49,43.51,0,0
4,2007,815.58,815.58,815.58,1575.46,,823.25,5.639,5.169,2.41,77.03,19.55,1.01,0,0,0,11.39,8.66,,10.345,7.895,10.345,7.895,,,11.39,8.66,7.743,2.695,,,,,0.09,0.06,,5.87,2.62,0,1.57,,,0.01,0.01,44.86,44.91,,,,,55.64,44.36,0,0
5,2007,846.31,846.31,846.31,1578.13,,852.46,6.239,5.559,4.2,65.24,29.72,0.84,0,0,0,11.39,8.66,,10.345,7.895,10.345,7.895,,,11.39,8.66,8.998,2.695,,,,,0.09,0.06,,5.82,2.59,0,1.56,,,0.01,0.01,45.53,44.33,,,,,56.05,43.95,0,0
6,2007,945.21,945.21,945.21,1578.15,,952.17,6.448,6.142,4.26,65.93,28.71,1.1,0,0,0,11.39,8.66,,10.345,7.895,10.345,7.895,,,11.39,8.66,9.494,2.695,,,,,0.09,0.06,,5.83,2.6,0,1.57,,,0.01,0.01,45.26,44.57,,,,,57.59,42.41,0,0
7,2007,1003.05,1003.05,1003.05,1645.76,,1010.51,7.014,7.105,3.9,66.24,28.7,1.16,0,0,0,13.89,10.52,,12.22,9.29,12.22,9.29,,,13.89,10.52,10.467,2.723,,,,,0.09,0.06,,4.63,2.53,0,0.77,,,0.01,0.01,46.72,45.18,,,,,57.59,42.41,0,0
8,2007,1105.04,1105.04,1105.04,1711.3,,1114.74,7.244,8.032,4.66,65.23,28.51,1.6,0,0,0,13.89,10.52,,12.22,9.29,12.22,9.29,,,13.89,10.52,10.759,2.741,,,,,0.09,0.06,,5.79,2.58,0,1.55,,,0.01,0.01,45.73,44.18,,,,,58.69,41.31,0,0
9,2007,1173.49,1173.49,1173.49,1723.43,,1177.94,7.062,8.446,3.61,70.13,25.45,0.81,0,0,0,13.89,10.52,,12.22,9.29,12.22,9.29,,,13.89,10.52,10.5,2.723,,,,,0.09,0.06,,5.85,2.61,0,1.57,,,0.01,0.01,44.9,44.9,,,,,59.43,40.57,0,0
10,2007,1187.52,1187.52,1187.52,1735.3,,1195.74,7.423,8.854,4.48,68.77,25.25,1.5,0,0,0,16.37,12.36,,14.08,10.67,14.08,10.67,,,16.37,12.36,10.458,2.197,,,,,0.09,0.07,,6.22,2.78,0,1.66,,,0.01,0.01,49.49,39.67,,,,,61.23,38.77,0,0
11,2007,1185.58,1185.58,1185.58,1735.46,,1188.82,7.305,8.517,2.44,74.25,22.72,0.59,0,0,0,16.37,12.36,,14.08,10.67,14.08,10.67,,,16.37,12.36,10.607,2.723,,,,,0.09,0.07,,5.83,2.6,0,1.56,,,0.01,0.01,45.25,44.58,,,,,57.11,42.89,0,0
12,2007,1196.74,1196.74,1196.74,1794.96,,1200.15,8.051,8.895,1.41,77.64,20.38,0.57,0,0,0,16.37,12.36,,14.08,10.67,14.08,10.67,,,16.37,12.36,12.326,2.723,,,,,0.09,0.06,,5.89,2.63,0,1.57,,,0.01,0.01,44.83,44.91,,,,,55.75,44.25,0,0
1,2008,1301.37,1301.37,1301.37,1797.02,,1302.26,8.443,9.732,2.24,73.22,24.36,0.18,0,0,0,17.8,13.42,,15.152,11.465,15.152,11.465,,,17.8,13.42,12.899,2.77,,,,,0.09,0.06,,5.87,2.62,0,1.57,,,0.01,0.01,45.01,44.76,,,,,54.71,45.29,0,0
2,2008,1426.82,1426.82,1426.82,1797.02,,1429.15,7.505,11.192,1.64,70.57,27.16,0.63,0,0,0,17.8,13.42,,15.152,11.465,15.152,11.465,,,17.8,13.42,13.821,2.77,,,,,0.11,0.08,,7.36,3.32,0,1.93,,,0.01,0.01,30.22,56.96,,,,,64.91,35.09,0,0
3,2008,1459.75,1459.75,1459.75,1856.64,,1462.25,8.177,11.423,1.82,68.51,29.04,0.63,0,0,0,17.8,13.42,,15.152,11.465,15.152,11.465,,,17.8,13.42,14.199,2.77,,,,,0.1,0.08,,4.69,2.87,0,0.47,,,0.01,0.01,39.46,52.31,,,,,61.44,38.56,0,0
4,2008,1454.11,1454.11,1454.11,1897.82,,1455.75,9.525,11.54,3.36,76.24,20.03,0.37,0,0,0,19.85,14.94,,16.69,12.605,16.69,12.605,,,19.85,14.94,14.883,2.77,,,,,0.09,0.06,,5.8,2.59,0,1.55,,,0.01,0.01,45.53,44.36,,,,,54.89,45.11,0,0
5,2008,1578.94,1578.94,1578.94,1897.89,,1580.5,10.11,12.576,3.43,78.89,17.19,0.49,0,0,0,19.85,14.94,,16.69,12.605,16.69,12.605,,,19.85,14.94,16.009,2.77,,,,,0.09,0.06,,5.78,2.58,0,1.55,,,0.01,0.01,46.1,43.82,,,,,55.9,44.1,0,0
6,2008,1678.87,1678.87,1678.87,1897.89,,1680.29,11.318,13.97,3.53,72.28,23.54,0.65,0,0,0,19.85,14.94,,16.69,12.605,16.69,12.605,,,19.85,14.94,18.736,2.77,,,,,0.09,0.06,,5.74,2.56,0,1.54,,,0.01,0.01,45.85,44.14,,,,,57.13,42.87,0,0
7,2008,1938.71,1888.73,1888.73,1897.89,,1890.32,12.216,10.444,3.13,74.44,22.12,0.31,0,0,0,25.67,19.26,,21.055,15.845,21.055,15.845,,,25.67,19.26,19.64,2.799,,,,,0.09,0.06,,5.73,2.54,0,1.54,,,0.01,0.01,46.34,43.68,,,,,57.15,42.77,0.08,24.749
8,2008,2098.9,2049,2049,1897.89,,2049.9,12.381,11.909,4.13,66.62,28.48,0.77,0,0,0,24.347,19.959,,20.063,16.369,20.063,16.369,,,24.347,19.959,20.202,2.799,,,,,0.09,0.06,,5.77,2.58,0,1.55,,,0.01,0.01,45.92,44.01,,,,,59.05,40.81,0.14,24.23
9,2008,2271.87,2221.39,2221.39,1897.89,,2218.63,11.673,12.79,5.3,62.94,30.08,1.68,0,0,0,26.049,21.439,,21.339,17.479,21.339,17.479,,,26.049,21.439,18.366,2.799,,,,,0.09,0.06,,5.74,2.56,0,1.54,,,0.01,0.01,46.07,43.92,,,,,58.83,40.96,0.21,28.817
10,2008,2171.5,2122.95,2122.95,2338.17,,2127.65,10.483,11.568,4.59,65.37,28.89,1.15,0,0,0,25.198,20.466,,20.701,16.749,20.701,16.749,,,25.198,20.466,16.185,2.799,,,,,0.09,0.06,,4.82,2.53,0,0.91,,,0.01,0.01,47.11,44.46,,,,,58.9,40.96,0.14,29.822
11,2008,2049.65,2002.47,2002.47,2344.92,,2008.71,8.018,9.125,5.1,63.4,30.38,1.12,0,0,0,23.46,19.099,,19.397,15.724,19.397,15.724,,,23.46,19.099,10.891,2.799,,,,,0.09,0.06,,5.75,2.57,0,1.54,,,0.01,0.01,45.74,44.23,,,,,56.64,43.25,0.11,26.524
12,2008,1643.47,1597.2,1597.2,2263.84,,1605.04,5.913,5.132,3.85,67.48,27.88,0.79,0,0,0,19.045,15.208,,16.086,12.806,16.086,12.806,,,19.045,15.208,6.954,2.799,,,,,0.09,0.06,,5.78,2.58,0,1.55,,,0.01,0.01,45.92,44,,,,,55.51,44.4,0.09,24.906
1,2009,1195.84,1148.48,1148.48,2365.41,,1157.29,5.649,2.245,4.73,70.55,24.18,0.54,0,0,0,17.23,10.475,19,14.725,9.256,14.725,9.256,,,17.23,10.475,6.122,2.901,,,,,0.08,0.06,0.01,6.97,3.04,0,1.94,,,0.01,0.01,49.29,38.59,,,,,59.39,40.56,0.05,21.085
2,2009,842.93,791.99,791.99,1924.26,,819.24,4.973,-0.322,6.14,62.76,28.97,2.13,0,0,0,12.854,7.894,19,11.443,7.435,11.443,7.435,,,12.854,7.894,7.13,2.857,,,,,0.09,0.06,0.01,7.84,3.47,0,2.13,,,0.02,0.01,27.38,58.99,,,,,64.66,35.14,0.2,19.607
3,2009,777.95,726.3,726.3,1918.26,,743.55,5.116,-1.134,5.25,67.21,26.32,1.22,0,0,0,12.276,7.301,19,11.009,7.046,11.009,7.046,,,12.276,7.301,6.627,2.857,,,,,0.07,0.05,0.01,6.48,2.84,0,1.79,,,0.01,0.01,40.46,48.28,,,,,56.73,43.17,0.1,20.608
4,2009,765.95,712.63,712.63,1918.15,,720.64,5.042,-1.429,4.39,70.12,25.02,0.47,0,0,0,12.099,7.136,19,10.877,6.906,10.877,6.906,,,12.099,7.136,6.244,2.857,,,,,0.07,0.05,0.01,5.96,2.63,0,1.63,,,0.01,0.01,44.97,44.66,,,,,53.9,46.07,0.03,15.45
5,2009,756.26,703.06,703.06,1750.37,,725.49,5.057,-1.51,6.33,61.75,30.1,1.82,0,0,0,11.521,7.116,19,10.443,6.889,10.443,6.889,,,11.521,7.116,6.845,2.857,,,,,0.07,0.05,0.01,2.1,1.36,0,0.15,,,0.01,0.01,49.37,46.87,,,,,57.07,42.8,0.13,14.794
6,2009,782.17,731,731,1749,,738.35,5.941,-1.025,4.22,72.47,22.8,0.51,0,0,0,11.748,7.566,19,10.613,7.271,10.613,7.271,,,11.748,7.566,8.14,2.857,,,,,0.07,0.05,0.01,5.93,2.56,0,1.66,,,0.01,0.01,45.92,43.78,,,,,55.65,44.31,0.04,13.415
7,2009,869.54,818.72,818.72,1748.73,,834.22,6.751,0.051,3.6,69.83,25.1,1.47,0,0,0,12.502,8.529,19,11.179,7.797,11.179,7.797,,,12.502,8.529,9.747,2.885,,,,,0.07,0.05,0.01,5.79,2.55,0,1.58,,,0.01,0.01,46.2,43.73,,,,,55.58,44.31,0.11,12
8,2009,1063.69,1017.18,1017.18,1645.54,,1022.67,7.206,1.884,5.58,68.41,25.55,0.46,0,0,0,15.47,10.02,19,13.405,8.915,13.405,8.915,,,15.47,10.02,10.37,2.885,,,,,0.07,0.05,0.01,5.91,2.58,0,1.64,,,0.01,0.01,45.81,43.91,,,,,57.51,42.46,0.03,12.419
9,2009,1163.3,1119.28,1119.28,1632.77,1380.22,1132.09,7.558,2.844,5.09,67.43,24.01,0.6,0,2.87,0,16.052,10.931,19,13.841,9.598,13.841,9.598,,,16.052,10.931,11.008,2.883,,,,,0.07,0.05,0.01,5.81,2.57,0,1.58,,,0.01,0.01,46.07,43.82,,,,,57.85,42.11,0.04,11.827
10,2009,1229.31,1184.54,1184.54,1564.94,1358.81,1189.41,7.442,3.149,4.79,73.08,20.73,0.14,0,1.26,0,16.406,11.385,19,14.107,9.939,14.107,9.939,,,16.406,11.385,10.669,2.885,,,,,0.07,0.05,0.01,5.88,2.58,0,1.62,,,0.01,0.01,46.04,43.73,,,,,57.11,42.87,0.02,14.51
11,2009,1194.05,1150.55,1150.55,1510.94,1355.89,1156.65,7.344,2.785,4.91,68,25.28,0.16,0,1.65,0,16.077,11.096,19,13.86,9.722,13.86,9.722,,,16.077,11.096,10.588,2.885,,,,,0.07,0.05,0.01,5.76,2.59,0,1.53,,,0.01,0.01,45.8,44.17,,,,,55.97,44.01,0.02,13.735
12,2009,1185.49,1142.84,1142.84,1487.29,1348.48,1146.21,7.425,2.724,3.41,74.14,21.64,0.18,0,0.63,0,15.976,11.096,19,13.784,9.722,13.784,9.722,,,15.976,11.096,10.966,2.885,,,,,0.07,0.05,0.01,5.1,2.57,0,1.06,,,0.01,0.01,46.02,45.1,,,,,55.42,44.57,0.01,15.104
1,2010,1214.53,1170.66,1170.66,1693.12,1362.17,1174.06,7.343,2.607,2.84,73.28,22.84,0.05,0,0.99,0,13.716,10.472,19,12.089,9.254,12.089,9.254,,,13.716,10.472,11.008,2.911,,,,,0.07,0.05,0.01,6.05,2.64,0,1.69,,,0.01,0.01,44.31,45.16,,,,,50.88,49.11,0.01,16.646
2,2010,1213.61,1170.58,1170.58,1710.42,2997.68,1196.45,6.568,3.145,2.87,76.23,19.46,1.31,0,0.13,0,13.886,10.781,19,12.217,9.486,12.217,9.486,,,13.886,10.791,12.267,2.911,,,,,0.1,0.07,0.01,6.64,3.41,0,1.33,,,0.02,0.01,28.93,59.48,,,,,63.31,36.67,0.02,13.52
3,2010,1366.59,1317.88,1317.88,1689.53,2710.23,1340.62,5.775,4.312,2.9,72.18,23.3,0.12,0,1.5,0,15.226,11.501,19,13.222,10.026,13.222,10.026,,,15.226,11.501,11.358,2.911,,,,,0.11,0.08,0.01,6.96,3.79,0,1.17,,,0.02,0.01,20.93,66.92,,,,,67.26,32.72,0.02,17.128
4,2010,1334.62,1281.5,1281.56,1688.34,2993.9,1287.08,7.595,3.496,1.54,77.81,20.36,0.02,0,0.27,0,14.888,11.291,19,12.968,9.868,12.968,9.868,,,14.888,11.291,11.454,2.911,,,,,0.07,0.05,0.01,6.07,2.68,0,1.66,,,0.01,0.01,43.96,45.48,,,,,51.68,48.32,0,15.894
5,2010,1357.21,1304.42,1304.42,1688.3,2993.9,1315.82,8.627,4.733,1.93,78.15,19.29,0.02,0,0.61,0,15.187,11.582,19,13.193,10.086,13.193,10.086,,,15.187,11.582,12.018,2.97,,,,,0.08,0.06,0.01,6.73,2.96,0,1.85,,,0.01,0.01,50.93,37.36,,,,,57.86,42.14,0,16.764
6,2010,1424.09,1373.19,1373.19,1688.3,4087.06,1391.36,7.807,4.505,2.81,67.2,29.32,0.06,0,0.61,0,15.811,11.901,19,13.661,10.326,13.661,10.326,,,15.811,11.901,11.517,2.911,,,,,0.07,0.05,0.01,5.96,2.59,0,1.67,,,0.01,0.01,45.57,44.06,,,,,53.29,46.7,0.01,17.011
7,2010,1459.18,1408.94,1408.94,1688.3,4119.53,1421.57,7.672,4.669,1.35,73.44,24.76,0.01,0,0.44,0,16.123,12.061,19,13.695,10.446,13.895,10.446,,,16.123,12.061,11.266,2.937,,,,,0.07,0.05,0.01,5.91,2.61,0,1.61,,,0.01,0.01,45.06,44.66,,,,,54.19,45.81,0,0
8,2010,1415.72,1366.73,1366.73,1688.3,4130.77,1417.94,8.082,5.101,2.85,68.2,26.98,0.19,0,1.78,0,15.838,12.051,19,13.681,10.438,13.681,10.438,,,15.838,12.051,12.3,2.937,,,,,0.07,0.05,0.01,4.31,2.53,0,0.54,,,0.01,0.01,47.36,45.11,,,,,56.55,43.45,0,0
9,2010,1415.17,1367.09,1367.09,1712.69,4162.68,1420.65,8.36,5.157,3.57,64.36,29.97,0.28,0,1.82,0,15.889,12.132,19,13.719,10.499,13.719,10.499,,,15.889,12.132,12.621,2.937,,,,,0.07,0.05,0.01,5.8,2.57,0,1.58,,,0.01,0.01,46.12,43.78,,,,,55.19,44.81,0,0
10,2010,1414.7,1367.35,1367.35,1697.53,4186.82,1389.29,8.023,4.749,1.62,72.43,25.04,0.18,0,0.73,0,15.811,11.981,19,13.661,10.386,13.661,10.386,,,15.811,11.981,12.028,2.937,,,,,0.07,0.05,0.01,5.97,2.62,0,1.64,,,0.01,0.01,45.22,44.4,,,,,54.88,45.12,0,0
11,2010,1436.09,1389.46,1389.46,1716.66,4201.65,1438.99,8.285,4.761,1.9,67.61,28.61,0.17,0,1.71,0,16.11,12.252,19,13.885,10.589,13.885,10.589,,,16.11,12.252,12.547,2.937,,,,,0.07,0.05,0.01,5.99,2.61,0,1.67,,,0.01,0.01,45.23,44.35,,,,,53.24,46.76,0,0
12,2010,1452.75,1407,1407,1717.96,4207.15,1442.66,8.403,4.743,2.73,67.89,28.08,0.08,0,1.22,0,16.318,12.441,19,14.041,10.731,14.041,10.731,,,16.318,12.441,12.858,2.937,,,,,0.07,0.05,0.01,6.01,2.63,0,1.67,,,0.01,0.01,44.81,44.73,,,,,51.92,48.08,0,0
1,2011,1539.05,1493.15,1493.15,1809.31,4237.01,1519.16,9.475,5.833,3.04,70.6,25.41,0.06,0,0.89,0,17.846,13.762,,15.187,11.721,15.187,11.721,,,17.846,13.762,14.311,2.927,,,20.817,19.53,0.08,0.06,,5.91,2.54,0,1.68,,,0.01,0.01,43.71,43.45,,,2.52,0.03,52.05,47.95,0,0
2,2011,1595.46,1548.89,1548.89,1845.62,3062.63,1562.12,9.931,6.684,2.3,75.57,21.23,0.12,0,0.78,0,19.748,14.32,,16.613,12.14,16.613,12.14,,,19.748,14.32,15.141,2.927,,,20.817,19.534,0.09,0.06,,6.53,2.82,0,1.84,,,0.01,0.01,37.97,47.99,,,2.6,0.08,56.54,43.46,0,0
3,2011,1662.3,1614.38,1614.38,1863.55,3177.24,1645.42,9.21,7.638,4.44,75.13,18.37,0.25,0,1.81,0,20.656,15.214,,17.294,12.81,17.294,12.81,,,20.656,15.214,17.555,2.927,,,20.817,19.09,0.1,0.07,,7.59,3.27,0,2.14,,,0.01,0.01,28.6,55.71,,,2.36,0.14,62.84,37.16,0,0
4,2011,1781.3,1732.09,1732.09,1969.2,3373.32,1742.37,10.679,8.695,3.02,76.51,19.9,0.04,0,0.53,0,22.035,15.996,,18.329,13.396,16.329,13.396,,,22.035,15.995,16.917,2.927,,,20.817,19.9,0.08,0.06,,3.8,2.49,0,0.22,,,0.01,0.01,45.23,45.13,,,2.82,0.15,54.18,45.82,0,0
5,2011,1892.17,1842.3,1842.3,1970.1,3512.59,1859.79,11.582,9.891,4.11,68.17,26.74,0.06,0,0.92,0,22.035,15.995,,18.329,13.396,18.329,13.396,,,22.035,15.995,18.414,2.927,,,20.817,19.22,0.08,0.05,,5.87,2.53,0,1.66,,,0.01,0.01,44.6,43.05,,,1.97,0.17,53.79,46.21,0,0
6,2011,2061.43,2010.9,2010.9,1970.1,3755.69,2029.39,11.774,10.777,4.19,71.76,23.05,0.06,0,0.94,0,25.369,18.292,,20.829,15.119,20.829,15.119,,,25.369,18.292,18.185,2.927,,,20.817,19.09,0.08,0.05,,5.83,2.51,0,1.65,,,0.01,0.01,44.46,42.68,,,2.51,0.21,55.16,44.84,0,0
7,2011,2172.62,2122.59,2122.59,1970.1,3945.01,2124.05,12.005,11.474,2.83,74.08,22.99,0.09,0,0.01,0,26.713,19.211,,21.837,15.808,21.837,15.808,,,26.713,19.211,18.654,2.946,,,20.817,8.759,0.08,0.05,,5.79,2.5,0,1.64,,,0.01,0.01,43.69,42.79,,,2.81,0.63,54.96,45.04,0,0
8,2011,2111.61,2062.2,2062.2,1970.1,4119.56,2098.08,12.248,11.719,4.67,73.9,19.61,0.18,0,1.64,0,26.084,18.838,,21.365,15.528,21.365,15.528,,,26.084,18.838,19.118,2.946,,,20.817,7.568,0.08,0.06,,5.75,2.48,0,1.62,,,0.01,0.01,44.16,42.13,,,2.89,0.81,56.1,43.9,0,0
9,2011,2112.51,2068.1,2064.45,2100.7,4242.41,2103.64,12.015,11.62,4.2,73.72,20.32,0.18,0,1.58,0,26.155,18.778,,21.419,15.482,21.419,15.482,,,26.155,18.776,18.567,2.946,,,20.817,19.109,0.08,0.05,,5.76,2.49,0,1.62,,,0.01,0.01,44.19,42.57,,,2.13,1.09,55.93,44.07,0,0
10,2011,2146.17,2097.67,2097.35,2108.25,4375.59,2141.22,11.686,11.987,3.96,69.47,24.5,0.24,0,1.83,0,28.538,19.037,,21.706,15.678,21.706,15.678,,,26.538,19.037,18.757,2.946,,,20.817,19.248,0.08,0.06,,1.82,1.3,0,0,,,0.01,0.01,47.64,45.23,,,2.57,1.28,57.92,42.08,0,0
11,2011,2134.8,2084.59,2084.27,2197.29,4436.19,2121.38,13.826,13.45,3.79,70.63,23.96,0.14,0,1.48,0,26.399,18.862,,21.602,15.546,21.602,15.546,,,26.399,18.862,18.287,2.946,,,20.817,18.924,0.09,0.06,,6.93,2.98,0,1.98,,,0.01,0.01,52.99,30.3,,,2.91,1.74,61.16,38.84,0,0
12,2011,2101.16,2053.39,2053.07,2198.01,4487.09,2082.13,15.325,13.987,3.46,72.03,23.3,0.1,0,1.11,0,26.084,18.789,,21.365,15.492,21.365,15.492,,,26.084,18.789,19.226,2.952,,,20.817,19.006,0.1,0.07,,7.63,3.28,0,2.17,,,0.01,0.01,56.86,24.07,,,3.42,2.38,63.54,36.46,0,0
1,2012,2141.92,2095.56,2095.24,2198.01,4524.98,2109.76,11.967,11.428,3.9,74.43,21.09,0.07,0,0.51,0,26.197,19.06,,21.45,15.695,21.45,15.695,,,26.197,19.06,18.579,2.963,,,21.127,19.38,0.08,0.06,,5.88,2.53,0,1.67,,,0.12,0.09,43.81,43.16,,,2.51,0.09,52.53,47.47,0,0
2,2012,2131.84,2083.74,2083.42,2198.01,4453.71,2119.14,11.709,10.924,2.59,70.69,24.99,0.3,0,1.43,0,26.045,19.302,,21.336,15.876,21.336,15.876,,,26.045,19.302,20.296,2.963,,,21.127,19.365,0.1,0.07,,6.65,2.87,0,1.87,,,0.16,0.11,36.49,48.93,,,2.64,0.11,57.79,42.21,0,0
3,2012,2153.18,2104.9,2104.58,2254.93,4637.48,2128.61,10.61,11.53,2.48,72.77,23.67,0.2,0,0.88,0,26.349,19.786,,21.564,16.239,21.564,16.239,,,26.349,19.786,22.085,2.963,,,21.127,19.405,0.11,0.08,,2.08,0.9,0,0.59,,,0.17,0.12,33.9,59.39,,,2.5,0.16,65.53,34.47,0,0
4,2012,2247.08,2198.03,2197.71,2255.78,4691.47,2205.88,13.461,11.6,2.37,74.25,23.06,0.05,0,0.27,0,27.436,20.534,,22.379,16.8,22.379,16.8,,,27.436,20.534,21.394,2.963,,,21.127,19.395,0.08,0.06,,6.97,3.49,0,1.49,,,0.13,0.09,42.74,42.18,,,2.64,0.13,51.38,48.62,0,0
5,2012,2320.87,2271.17,2270.85,2255.77,4765.18,2291.31,13.467,13.122,4.07,71.36,23.76,0.08,0,0.73,0,29.271,21.004,,23.006,17.153,23.006,17.153,,,28.271,21.004,21.018,2.963,,,21.127,19.378,0.06,0.06,,7.27,3.41,0,1.78,,,0.12,0.09,43.58,41.59,,,1.9,0.14,52.25,47.75,0,0
6,2012,2353.41,2303.34,2303.02,2255.77,4821.35,2321.54,13.02,13.274,4.36,69.91,25.05,0.04,0,0.64,0,28.65,21.023,,23.29,17.167,23.29,17.167,,,28.65,21.023,19.812,2.963,,,21.127,19.38,0.08,0.06,,7.27,3.4,0,1.79,,,0.12,0.09,43.3,41.3,,,2.43,0.16,53.87,46.13,0,0
7,2012,2364.53,2313.89,2313.57,2295.22,4827.06,2330.38,12.266,12.917,1.89,76.37,21.08,0.05,0,0.61,0,28.083,20.779,,23.405,16.984,23.405,16.984,,,28.803,20.779,18.091,2.985,,,21.127,19.389,0.08,0.05,,7.26,3.39,0,1.79,,,0.12,0.09,43.18,41.41,,,2.46,0.17,53.82,46.18,0,0
8,2012,2234.16,2182.38,2182.06,2230.23,4815.33,2221.23,12.087,12.332,1.79,71.26,25.32,0.19,0,1.44,0,27.26,19.801,,22.247,16.251,22.247,16.251,,,27.26,19.801,18.072,2.99,,,21.127,19.368,0.08,0.05,,7.13,3.35,0,1.74,,,0.12,0.08,43.07,41.7,,,2.5,0.18,54.47,45.53,0,0
9,2012,2137.36,2085.19,2084.87,2234.58,4878.06,2105.49,12.062,7.083,1.38,74.2,23.65,0.07,0,0.7,0,26.197,19.218,,21.45,15.813,21.45,15.813,,,26.197,19.218,18.858,2.99,,,21.127,19.386,0.08,0.06,,6.49,3.46,0,1.17,,,0.13,0.09,43.1,43.37,,,1.84,0.21,55.53,44.47,0,0
10,2012,2137.39,2085.45,2085.13,2234,4884.33,2104.04,12.341,7.023,3.35,72.99,22.97,0.09,0,0.6,0,26.197,19.256,,21.45,15.842,21.45,15.842,,,26.197,19.256,19.013,2.99,,,21.127,19.389,0.08,0.05,,7.24,3.39,0,1.78,,,0.12,0.08,42.87,42.09,,,2.08,0.22,53.89,46.11,0,0
11,2012,2145.75,2076.42,2076.1,2234,4841.78,2086.05,11.932,5.828,2.8,76.08,20.83,0.01,0,0.28,0,26.096,19.049,,21.374,15.687,21.374,15.687,,,26.096,19.049,18.266,2.99,,,21.127,19.379,0.08,0.06,,7.23,3.39,0,1.78,,,0.12,0.09,42.28,42.59,,,2.15,0.23,52.45,47.55,0,0
12,2012,2071.07,2019.17,2018.85,2234,4824.27,2025.3,11.44,5.029,2.17,77.33,20.31,0.01,0,0.18,0,25.438,18.429,,20.881,15.222,20.881,15.222,,,25.438,18.429,17.275,2.99,,,21.127,19.373,0.08,0.06,,7.31,3.43,0,1.79,,,0.12,0.09,41.77,42.74,,,2.36,0.25,51.28,48.72,0,0
1,2013,2071.55,2019.34,2019.02,2272.61,4787.97,2064.25,10.379,5.885,2.76,69.36,25.88,0.47,0,1.53,0,22.537,16.654,,18.705,13.89,18.705,13.89,,,22.537,16.654,19.243,3.043,20.54,,21.127,19.524,0.25,0.18,,9.04,3.07,0,3.39,,,0,0,23.3,53.01,3.63,,3.5,0.63,59.22,40.71,0.07,46.33
2,2013,2042.85,1990.45,1990.13,2284.87,4715.84,2014.42,13.492,7.647,2.19,72.14,24.58,0.28,0,0.81,0,22.239,16.273,,15.956,15.499,10.163,6.098,,,22.239,16.273,18.49,3.042,20.54,,21.127,19.524,0.28,0.2,,7.32,3.67,0,1.56,,,0,0,47.94,30.45,4.11,,3.61,0.86,61.79,38.17,0.04,46.78
3,2013,2045.71,1992.97,1992.65,2315.91,4486.31,2015.63,14.898,8.113,2.54,70.04,26.17,0.45,0,0.8,0,22.261,16.34,,15.956,15.499,10.163,6.098,,,22.262,16.34,18.611,3.05,20.54,,21.127,19.524,0.23,0.17,,7.81,3.07,0,2.51,,,0,0,53.39,21.39,7.88,,2.73,0.82,59.31,40.65,0.04,47.29
