PROJECT	proj_capacity_limit_mw
Oahu_CentralTrackingPV_453_na	0.66765753894
Oahu_CentralTrackingPV_454_na	12.9883049402
Oahu_CentralTrackingPV_455_na	5.87717725484
Oahu_CentralTrackingPV_456_na	14.4890254824
Oahu_CentralTrackingPV_457_na	1.5768474204
Oahu_CentralTrackingPV_458_na	12.3475755522
Oahu_CentralTrackingPV_459_na	12.100544463
Oahu_CentralTrackingPV_460_na	25.3676154522
Oahu_CentralTrackingPV_461_na	20.5999389212
Oahu_CentralTrackingPV_462_na	20.9809152815
Oahu_CentralTrackingPV_463_na	10.1621375948
Oahu_CentralTrackingPV_464_na	7.12558104468
Oahu_CentralTrackingPV_465_na	0.18816
Oahu_CentralTrackingPV_466_na	0.31752
Oahu_CentralTrackingPV_467_na	5.3684324148
Oahu_CentralTrackingPV_468_na	12.5136190788
Oahu_CentralTrackingPV_469_na	31.7226101312
Oahu_CentralTrackingPV_470_na	6.45082583712
Oahu_CentralTrackingPV_471_na	2.67133497666
Oahu_CentralTrackingPV_472_na	40.0013908938
Oahu_CentralTrackingPV_473_na	8.25349337568
Oahu_CentralTrackingPV_474_na	6.7812544128
Oahu_CentralTrackingPV_475_na	0.011050578
Oahu_CentralTrackingPV_476_na	0.77047884102
Oahu_CentralTrackingPV_477_na	12.3739118605
Oahu_CentralTrackingPV_478_na	4.13844482436
Oahu_CentralTrackingPV_479_na	41.9584962149
Oahu_CentralTrackingPV_480_na	40.2175874747
Oahu_CentralTrackingPV_481_na	7.84007881356
Oahu_CentralTrackingPV_482_na	3.5803754238
Oahu_CentralTrackingPV_483_na	5.743879764
Oahu_CentralTrackingPV_484_na	0.0309606108
Oahu_CentralTrackingPV_485_na	11.1991410804
Oahu_CentralTrackingPV_486_na	0.0241179372
Oahu_CentralTrackingPV_487_na	0.00588
Oahu_CentralTrackingPV_488_na	12.7229731037
Oahu_CentralTrackingPV_489_na	14.8499949662
Oahu_CentralTrackingPV_490_na	6.36208508292
Oahu_CentralTrackingPV_491_na	7.84306033812
Oahu_CentralTrackingPV_492_na	2.34326242584
Oahu_CentralTrackingPV_493_na	0.04704
Oahu_CentralTrackingPV_494_na	5.27414197136
Oahu_CentralTrackingPV_495_na	21.4355956483
Oahu_CentralTrackingPV_496_na	26.7607637934
Oahu_CentralTrackingPV_497_na	13.0498355887
Oahu_CentralTrackingPV_498_na	6.1791636984
Oahu_CentralTrackingPV_499_na	33.6769891492
Oahu_CentralTrackingPV_500_na	6.35300621004
Oahu_CentralTrackingPV_501_na	4.5906655872
Oahu_CentralTrackingPV_502_na	9.07452315
Oahu_CentralTrackingPV_503_na	37.9672500228
Oahu_CentralTrackingPV_504_na	21.4669163621
Oahu_CentralTrackingPV_505_na	8.69333291652
Oahu_CentralTrackingPV_506_na	26.4473357148
Oahu_CentralTrackingPV_507_na	22.0635262403
Oahu_CentralTrackingPV_508_na	10.3633278865
Oahu_CentralTrackingPV_509_na	33.6283299912
Oahu_CentralTrackingPV_510_na	12.4806136157
Oahu_CentralTrackingPV_511_na	3.8302550202
Oahu_CentralTrackingPV_512_na	0.1692384246
Oahu_CentralTrackingPV_513_na	0.51156
Oahu_CentralTrackingPV_514_na	9.68105907384
Oahu_CentralTrackingPV_515_na	9.93935859504
Oahu_CentralTrackingPV_516_na	3.82130905237
Oahu_CentralTrackingPV_517_na	3.79602418213
Oahu_CentralTrackingPV_518_na	7.6811400204
Oahu_CentralTrackingPV_519_na	18.6772563491
Oahu_CentralTrackingPV_520_na	20.8848717731
Oahu_CentralTrackingPV_521_na	0.02352
Oahu_CentralTrackingPV_522_na	2.3428220256
Oahu_CentralTrackingPV_523_na	15.662756461
Oahu_CentralTrackingPV_524_na	17.8577801648
Oahu_CentralTrackingPV_525_na	11.1792991145
Oahu_CentralTrackingPV_526_na	1.30199190131
Oahu_CentralTrackingPV_527_na	0.4389444549
Oahu_CentralTrackingPV_528_na	30.4446189676
Oahu_CentralTrackingPV_529_na	12.0229115756
Oahu_CentralTrackingPV_530_na	25.3238460787
Oahu_CentralTrackingPV_531_na	11.7021166038
Oahu_CentralTrackingPV_532_na	1.52914704936
Oahu_CentralTrackingPV_533_na	5.04144016228
Oahu_CentralTrackingPV_534_na	3.42259986928
Oahu_CentralTrackingPV_535_na	11.7980904871
Oahu_CentralTrackingPV_536_na	34.9380702854
Oahu_CentralTrackingPV_537_na	23.7607580053
Oahu_CentralTrackingPV_538_na	6.75525577524
Oahu_CentralTrackingPV_539_na	4.3171119642
Oahu_CentralTrackingPV_540_na	0.468078782447
Oahu_CentralTrackingPV_541_na	2.62937079846
Oahu_CentralTrackingPV_542_na	4.556438754
Oahu_CentralTrackingPV_543_na	29.5886877829
Oahu_CentralTrackingPV_544_na	5.60980977698
Oahu_CentralTrackingPV_545_na	17.6051967386
Oahu_CentralTrackingPV_546_na	12.298723836
Oahu_CentralTrackingPV_547_na	9.7208904702
Oahu_CentralTrackingPV_548_na	3.5582467494
Oahu_CentralTrackingPV_549_na	0.663366948804
Oahu_CentralTrackingPV_550_na	1.82235172056
Oahu_CentralTrackingPV_551_na	0.0272177262
Oahu_CentralTrackingPV_552_na	0.3361915578
Oahu_CentralTrackingPV_553_na	3.49673907467
Oahu_CentralTrackingPV_554_na	4.71561814676
Oahu_CentralTrackingPV_555_na	13.1956966504
Oahu_CentralTrackingPV_556_na	37.7857835443
Oahu_CentralTrackingPV_557_na	45.2082333763
Oahu_CentralTrackingPV_558_na	47.98643755
Oahu_CentralTrackingPV_559_na	32.7983460235
Oahu_CentralTrackingPV_560_na	0.67032
Oahu_CentralTrackingPV_561_na	0.33959857339
Oahu_CentralTrackingPV_562_na	1.98015373391
Oahu_CentralTrackingPV_563_na	7.7592748422
Oahu_CentralTrackingPV_564_na	1.62243165
Oahu_CentralTrackingPV_565_na	0.079996077
Oahu_CentralTrackingPV_566_na	2.4818414838
Oahu_CentralTrackingPV_567_na	0.0358592682
Oahu_CentralTrackingPV_568_na	0.4947725706
Oahu_CentralTrackingPV_569_na	1.0856217834
Oahu_CentralTrackingPV_570_na	5.675207685
Oahu_CentralTrackingPV_571_na	18.9489912646
Oahu_CentralTrackingPV_572_na	17.5636645346
Oahu_CentralTrackingPV_573_na	56.4910600514
Oahu_CentralTrackingPV_574_na	56.6866774614
Oahu_CentralTrackingPV_575_na	39.2072872212
Oahu_CentralTrackingPV_576_na	0.735108301956
Oahu_CentralTrackingPV_577_na	0.0881276172
Oahu_CentralTrackingPV_578_na	0.0753558618288
Oahu_CentralTrackingPV_579_na	3.9807321141
Oahu_CentralTrackingPV_580_na	0.178279526477
Oahu_CentralTrackingPV_581_na	0.189221487
Oahu_CentralTrackingPV_582_na	0.8104822068
Oahu_CentralTrackingPV_583_na	5.6631498042
Oahu_CentralTrackingPV_584_na	9.2510391624
Oahu_CentralTrackingPV_585_na	30.6708885412
Oahu_CentralTrackingPV_586_na	19.5820904
Oahu_CentralTrackingPV_587_na	34.3666599704
Oahu_CentralTrackingPV_588_na	16.8756819731
Oahu_CentralTrackingPV_589_na	0.758067211188
Oahu_CentralTrackingPV_590_na	3.11052
Oahu_CentralTrackingPV_591_na	0.1823523828
Oahu_CentralTrackingPV_592_na	0.373936597742
Oahu_CentralTrackingPV_593_na	0.0658827258348
Oahu_CentralTrackingPV_594_na	0.3234
Oahu_CentralTrackingPV_595_na	1.01576825893
Oahu_CentralTrackingPV_596_na	21.0312944982
Oahu_CentralTrackingPV_597_na	28.6962956473
Oahu_CentralTrackingPV_598_na	45.5718097758
Oahu_CentralTrackingPV_599_na	26.6103752964
Oahu_CentralTrackingPV_600_na	15.0875044715
Oahu_CentralTrackingPV_601_na	0.00598962121632
Oahu_CentralTrackingPV_602_na	0.18816
Oahu_CentralTrackingPV_603_na	1.140418944
Oahu_CentralTrackingPV_604_na	17.7965244593
Oahu_CentralTrackingPV_605_na	20.7499169531
Oahu_CentralTrackingPV_606_na	26.6947393843
Oahu_CentralTrackingPV_607_na	7.87775649528
Oahu_CentralTrackingPV_608_na	0.0063593376
Oahu_CentralTrackingPV_609_na	10.1803819236
Oahu_CentralTrackingPV_610_na	11.9337756972
Oahu_CentralTrackingPV_611_na	20.4178415952
Oahu_CentralTrackingPV_612_na	1.680320691
Oahu_CentralTrackingPV_613_na	2.1288415638
Oahu_CentralTrackingPV_614_na	3.7826112324
Oahu_CentralTrackingPV_615_na	5.258409618
Oahu_CentralTrackingPV_616_na	3.111879309
Oahu_CentralTrackingPV_617_na	0.1122054528
Oahu_CentralTrackingPV_618_na	20.7831204605
Oahu_CentralTrackingPV_619_na	34.6900141123
Oahu_CentralTrackingPV_620_na	1.485075732
Oahu_CentralTrackingPV_621_na	8.7563559678
Oahu_CentralTrackingPV_622_na	34.507523573
Oahu_CentralTrackingPV_623_na	29.6179094425
Oahu_CentralTrackingPV_624_na	28.3027147015
Oahu_CentralTrackingPV_625_na	1.24350734743
Oahu_CentralTrackingPV_626_na	29.0095605442
Oahu_CentralTrackingPV_627_na	4.7095938204
Oahu_CentralTrackingPV_628_na	1.4806968666
Oahu_CentralTrackingPV_629_na	0.2775937416
Oahu_CentralTrackingPV_630_na	5.3501346486
Oahu_CentralTrackingPV_631_na	0.0244169352
Oahu_CentralTrackingPV_632_na	2.29757133371
Oahu_CentralTrackingPV_633_na	10.1240214592
Oahu_CentralTrackingPV_634_na	3.8740389702
Oahu_CentralTrackingPV_635_na	0.2795714208
Oahu_CentralTrackingPV_636_na	0.96896344482
Oahu_CentralTrackingPV_637_na	0.0780567354
Oahu_CentralTrackingPV_638_na	0.25284
Oahu_CentralTrackingPV_639_na	9.38997826452
Oahu_CentralTrackingPV_640_na	11.3119105663
Oahu_CentralTrackingPV_641_na	13.4379372859
Oahu_CentralTrackingPV_642_na	1.13575794856
Oahu_CentralTrackingPV_643_na	32.0968538856
Oahu_CentralTrackingPV_644_na	27.4714757654
Oahu_CentralTrackingPV_645_na	15.5310368346
Oahu_CentralTrackingPV_646_na	15.388659426
Oahu_CentralTrackingPV_647_na	0.84377378778
Oahu_CentralTrackingPV_648_na	13.3179495943
Oahu_CentralTrackingPV_649_na	2.50133119891
Oahu_CentralTrackingPV_650_na	0.9141935292
Oahu_CentralTrackingPV_651_na	1.9392514302
Oahu_CentralTrackingPV_652_na	0.632005038
Oahu_CentralTrackingPV_653_na	4.6141535118
Oahu_CentralTrackingPV_654_na	26.2567814788
Oahu_CentralTrackingPV_655_na	36.8563020739
Oahu_CentralTrackingPV_656_na	18.4735201997
Oahu_CentralTrackingPV_657_na	7.0957405974
Oahu_CentralTrackingPV_658_na	20.8943004295
Oahu_CentralTrackingPV_659_na	5.30163842368
Oahu_CentralTrackingPV_660_na	6.455225112
Oahu_CentralTrackingPV_661_na	3.1618424628
Oahu_CentralTrackingPV_662_na	4.02317110171
Oahu_CentralTrackingPV_663_na	32.0389834372
Oahu_CentralTrackingPV_664_na	4.3616857452
Oahu_CentralTrackingPV_665_na	6.0426065784
Oahu_CentralTrackingPV_666_na	26.8357264258
Oahu_CentralTrackingPV_667_na	5.05024217653
Oahu_CentralTrackingPV_668_na	23.1946326696
Oahu_CentralTrackingPV_669_na	12.3287630508
Oahu_CentralTrackingPV_670_na	0.537015549
Oahu_CentralTrackingPV_671_na	2.1203512848
Oahu_CentralTrackingPV_672_na	3.202911852
Oahu_CentralTrackingPV_673_na	0.7998728052
Oahu_CentralTrackingPV_674_na	0.0041488398
Oahu_CentralTrackingPV_675_na	16.0885244856
Oahu_CentralTrackingPV_676_na	22.2743729384
Oahu_CentralTrackingPV_677_na	9.0244191702
Oahu_CentralTrackingPV_678_na	1.6402863582
Oahu_CentralTrackingPV_679_na	9.77805132612
Oahu_CentralTrackingPV_680_na	1.30939819584
Oahu_CentralTrackingPV_681_na	0.186750858
Oahu_CentralTrackingPV_682_na	1.783049142
Oahu_CentralTrackingPV_683_na	0.0202556592
Oahu_CentralTrackingPV_684_na	0.00588
Oahu_CentralTrackingPV_685_na	3.5533686132
Oahu_CentralTrackingPV_686_na	2.2416957276
Oahu_CentralTrackingPV_687_na	0.0294
Oahu_CentralTrackingPV_688_na	1.6629164202
Oahu_CentralTrackingPV_689_na	1.54241413687
Oahu_CentralTrackingPV_690_na	6.27813411792
Oahu_CentralTrackingPV_691_na	9.7864822818
Oahu_CentralTrackingPV_692_na	14.954588271
Oahu_CentralTrackingPV_693_na	0.0155761494
Oahu_CentralTrackingPV_694_na	3.41193646987
Oahu_CentralTrackingPV_695_na	1.98454090716
Oahu_CentralTrackingPV_696_na	6.7643001384
Oahu_CentralTrackingPV_697_na	7.6200125988
Oahu_CentralTrackingPV_698_na	0.844684275204
Oahu_CentralTrackingPV_699_na	3.10413848598
Oahu_CentralTrackingPV_700_na	6.559605696
Oahu_CentralTrackingPV_701_na	21.3278928114
Oahu_CentralTrackingPV_702_na	1.45824
Oahu_CentralTrackingPV_703_na	18.8694784824
Oahu_CentralTrackingPV_704_na	41.7296114878
Oahu_CentralTrackingPV_705_na	9.47034586344
Oahu_CentralTrackingPV_706_na	5.8236926496
Oahu_CentralTrackingPV_707_na	2.8957525296
Oahu_CentralTrackingPV_708_na	29.0329576404
Oahu_CentralTrackingPV_709_na	54.6107172542
Oahu_CentralTrackingPV_710_na	30.048347516
Oahu_CentralTrackingPV_711_na	1.45624356948
Oahu_CentralTrackingPV_712_na	0.595025718
Oahu_CentralTrackingPV_713_na	28.7652724044
Oahu_CentralTrackingPV_714_na	46.3993740882
Oahu_CentralTrackingPV_715_na	9.37395938052
Oahu_CentralTrackingPV_716_na	0.423791368678
Oahu_CentralTrackingPV_717_na	17.8714448027
Oahu_CentralTrackingPV_718_na	54.0646221973
Oahu_CentralTrackingPV_719_na	40.0888826654
Oahu_CentralTrackingPV_720_na	0.0026143362
Oahu_CentralTrackingPV_721_na	0.15876
Oahu_CentralTrackingPV_722_na	2.7382332096
Oahu_CentralTrackingPV_723_na	13.7269785761
Oahu_CentralTrackingPV_724_na	31.5819976164
Oahu_CentralTrackingPV_725_na	3.78517724264
Oahu_CentralTrackingPV_726_na	1.1624521272
Oahu_CentralTrackingPV_727_na	3.0946678728
Oahu_CentralTrackingPV_728_na	0.399959952
Oahu_CentralTrackingPV_729_na	14.9486868384
Oahu_CentralTrackingPV_730_na	0.52332
Oahu_CentralTrackingPV_731_na	0.79784985
